,Name,Year,Owner_Type,Seats,Kilometers_Driven,Fuel_Type,Transmission,Mileage,Engine,Power,Price
5133,Hyundai Grand i10 CRDi Sportz,2016,First,5,30000.0,Diesel,Manual,24.0,1120.0,70.0,5.5
5134,Ford Endeavour 3.2 Titanium AT 4X4,2017,First,7,17000.0,Diesel,Automatic,10.91,3198.0,197.0,31.0
5135,Hyundai Grand i10 1.2 CRDi Sportz,2015,First,5,59261.0,Diesel,Manual,24.0,1186.0,73.97,4.25
5136,Suzuki Swift VDI,2016,First,5,65210.0,Diesel,Manual,22.9,1248.0,74.0,5.48
5137,Hyundai i20 1.2 Asta Option,2016,First,5,19000.0,Petrol,Manual,18.6,1197.0,81.83,7.25
5138,Suzuki Swift Dzire VXi,2012,First,5,50000.0,Petrol,Manual,17.5,1298.0,85.8,3.0
5139,BMW 3 Series 320d Luxury Line,2015,First,5,47000.0,Diesel,Automatic,22.69,1995.0,190.0,29.5
5140,Honda City ZX GXi,2007,Second,5,75000.0,Petrol,Manual,17.7,1497.0,78.0,1.49
5141,Hyundai i10 Sportz 1.2 AT,2013,First,5,54534.0,Petrol,Automatic,16.95,1197.0,78.9,3.65
5142,Ford Ecosport Signature Edition Diesel,2018,First,5,13000.0,Diesel,Manual,23.0,1498.0,98.96,10.9
5143,Suzuki Celerio ZXI MT,2015,First,5,48808.0,Petrol,Manual,23.1,998.0,67.04,4.3
5144,Suzuki Ertiga VDI,2012,Second,7,63001.0,Diesel,Manual,20.77,1248.0,88.76,6.11
5145,Toyota Innova 2.5 V Diesel 8-seater,2015,First,8,64771.0,Diesel,Manual,12.8,2494.0,102.0,15.5
5146,Honda City i VTEC SV,2016,First,5,34634.0,Petrol,Manual,17.8,1497.0,117.3,6.9
5147,Suzuki Swift Dzire VXI,2012,First,5,69242.0,Petrol,Manual,19.1,1197.0,85.8,4.69
5148,Suzuki Ritz LXi,2011,First,5,33292.0,Petrol,Manual,18.5,1197.0,85.8,3.19
5149,Hyundai i20 Sportz AT 1.4,2012,Second,5,55000.0,Petrol,Automatic,15.0,1396.0,98.6,3.75
5150,Hyundai i20 Active SX Dual Tone Petrol,2019,First,5,1000.0,Petrol,Manual,17.19,1197.0,81.86,8.6
5151,Honda City 1.5 E MT,2011,Second,5,80000.0,Petrol,Manual,17.0,1497.0,118.0,3.85
5152,Porsche Cayenne S Diesel,2016,First,5,65003.0,Diesel,Automatic,13.6,4134.0,382.0,67.83
5153,Honda Amaze VX i-VTEC,2019,First,5,16573.0,Petrol,Manual,17.8,1198.0,86.7,9.31
5154,Honda Civic 2006-2010 1.8 S AT,2008,First,5,152633.0,Petrol,Automatic,12.9,1799.0,130.0,3.0
5155,Hyundai i20 Magna 1.2,2015,First,5,53000.0,Petrol,Manual,18.6,1197.0,81.83,5.5
5156,Hyundai Creta 1.6 CRDi SX,2017,First,5,50129.0,Diesel,Manual,19.67,1582.0,126.2,13.3
5157,Audi Q3 2012-2015 2.0 TDI Quattro Premium Plus,2013,First,5,63716.0,Diesel,Automatic,15.73,1968.0,174.33,23.0
5158,Suzuki Alto 800 2016-2019 LXI,2018,First,5,11000.0,Petrol,Manual,24.7,796.0,47.3,3.35
5159,BMW X1 sDrive 20d Exclusive,2012,Third,5,115000.0,Diesel,Automatic,15.06,1995.0,177.0,10.0
5160,Hyundai i10 Magna,2013,First,5,63265.0,Petrol,Manual,20.36,1197.0,78.9,2.95
5161,Volkswagen Ameo 1.5 TDI Highline,2016,First,5,20000.0,Diesel,Manual,21.66,1498.0,108.62,6.75
5162,Volkswagen Polo Petrol Highline 1.2L,2010,Third,5,79000.0,Petrol,Manual,16.47,1198.0,73.9,2.44
5163,Suzuki Ciaz VXi Plus,2015,First,5,41000.0,Petrol,Manual,20.73,1373.0,91.1,5.85
5164,Volkswagen Polo GT TSI,2015,First,5,26323.0,Petrol,Automatic,17.21,1197.0,103.5,7.4
5165,Hyundai Xcent 1.1 CRDi Base,2016,First,5,76000.0,Diesel,Manual,24.4,1120.0,71.0,3.8
5166,Honda Civic 2006-2010 1.8 S MT,2008,First,5,69972.0,Petrol,Manual,13.5,1799.0,130.0,3.8
5167,Honda City ZX GXi,2008,First,5,69000.0,Petrol,Manual,17.7,1497.0,78.0,2.7
5168,Mahindra Bolero ZLX,2016,First,7,65000.0,Diesel,Manual,15.96,2523.0,62.1,7.21
5169,Honda City i VTEC V,2016,First,5,29512.0,Petrol,Manual,17.4,1497.0,117.3,7.9
5170,Hyundai Xcent 1.2 CRDi S,2017,First,5,51000.0,Diesel,Manual,25.4,1186.0,73.97,4.2
5171,Renault Duster 110PS Diesel RxL,2014,First,5,58003.0,Diesel,Manual,19.01,1461.0,108.45,5.75
5172,Suzuki A-Star AT VXI,2013,First,5,56500.0,Petrol,Automatic,16.98,998.0,66.1,3.45
5173,Audi A4 2.0 TDI 177 Bhp Premium Plus,2014,First,5,29063.0,Diesel,Automatic,17.11,1968.0,174.33,25.75
5174,Mahindra XUV500 W8 2WD,2018,First,7,46811.0,Diesel,Manual,16.0,2179.0,140.0,16.59
5175,Renault Pulse Petrol RxZ,2014,First,5,31897.0,Petrol,Manual,18.06,1198.0,74.96,4.69
5176,BMW 3 Series 320d,2009,Second,5,52100.0,Diesel,Automatic,13.2,1995.0,170.0,7.5
5177,Toyota Innova Crysta 2.4 GX MT,2016,First,7,73000.0,Diesel,Manual,13.68,2393.0,147.8,16.5
5178,Honda City 1.5 S MT,2009,First,5,31423.0,Petrol,Manual,17.0,1497.0,118.0,1.99
5179,Suzuki Swift VDI,2014,First,5,75180.0,Diesel,Manual,22.9,1248.0,74.0,5.25
5180,Renault Duster 110PS Diesel RxZ Plus,2013,Second,5,75000.0,Diesel,Manual,19.64,1461.0,108.45,5.4
5181,Volkswagen Polo 1.2 MPI Comfortline,2014,First,5,15000.0,Petrol,Manual,16.47,1198.0,74.0,3.9
5182,Hyundai i20 Active 1.2 S,2015,First,5,12000.0,Petrol,Manual,17.19,1197.0,81.86,5.8
5183,BMW 5 Series 2013-2017 520d Luxury Line,2014,First,5,32000.0,Diesel,Automatic,18.12,1995.0,190.0,30.5
5184,Suzuki Swift Dzire LDI,2017,First,5,44504.0,Diesel,Manual,23.4,1248.0,74.0,5.6
5185,Mercedes-Benz M-Class ML 350 4Matic,2012,First,5,66000.0,Diesel,Automatic,0.0,2987.0,165.0,23.0
5186,Suzuki Swift LDI,2015,First,5,39437.0,Diesel,Manual,28.4,1248.0,74.0,5.15
5187,Hyundai Verna 1.6 CRDI AT SX Option,2017,First,5,36931.0,Diesel,Automatic,19.08,1582.0,126.2,9.48
5188,Tata Nano XTA,2016,Second,4,17800.0,Petrol,Automatic,21.9,624.0,37.48,2.38
5189,Suzuki Swift Dzire LXi,2009,First,5,71346.0,Petrol,Manual,17.5,1298.0,85.8,3.8
5190,Hyundai i20 Asta Option 1.2,2015,Second,5,45000.0,Petrol,Manual,18.6,1197.0,81.83,5.5
5191,Hyundai i20 1.2 Sportz,2010,First,5,85155.0,Petrol,Manual,17.0,1197.0,80.0,3.55
5192,Suzuki Ciaz ZXi,2015,First,5,48823.0,Petrol,Manual,20.73,1373.0,91.1,6.35
5193,Land Rover Range Rover 2.2L Prestige,2015,First,5,37000.0,Diesel,Automatic,12.7,2179.0,187.7,36.0
5194,Tata Indigo LX BSII,2005,Second,5,92000.0,Diesel,Manual,16.1,1405.0,70.0,1.1
5195,Tata Zest Revotron 1.2T XM,2014,First,5,36000.0,Petrol,Manual,17.57,1193.0,88.7,3.7
5196,Mahindra XUV500 W10 1.99 mHawk,2016,First,7,24569.0,Diesel,Manual,16.0,1997.0,140.0,13.5
5197,Honda Accord 2.4 AT,2008,Third,5,95000.0,Petrol,Automatic,11.7,2354.0,177.6,2.85
5198,Tata Nano Twist XT,2015,Second,4,25811.0,Petrol,Manual,25.4,624.0,37.5,2.13
5199,Hyundai Elantra CRDi S,2015,First,5,65000.0,Diesel,Manual,22.7,1582.0,126.2,7.75
5200,Tata Indica V2 eLS,2017,First,5,100400.0,Diesel,Manual,25.0,1396.0,69.0,2.85
5201,Honda Amaze S i-Dtech,2014,First,5,76414.0,Diesel,Manual,25.8,1498.0,98.6,4.95
5202,Mahindra XUV500 W8 2WD,2012,First,7,82103.0,Diesel,Manual,15.1,2179.0,140.0,6.2
5203,BMW X3 xDrive 20d Expedition,2013,First,5,98000.0,Diesel,Automatic,18.56,1995.0,190.0,17.5
5204,Hyundai Grand i10 1.2 Kappa Magna,2010,First,5,45252.0,Petrol,Manual,18.9,1197.0,81.86,2.25
5205,Suzuki Baleno Zeta 1.2,2017,First,5,10300.0,Petrol,Manual,21.4,1197.0,83.1,6.75
5206,Hyundai Verna 1.6 CRDi AT SX,2016,First,5,42024.0,Diesel,Automatic,19.08,1582.0,126.2,9.73
5207,Suzuki Ertiga VDI,2018,First,7,51236.0,Diesel,Manual,25.47,1248.0,88.5,8.49
5208,Mini Cooper S Carbon Edition,2013,First,4,52000.0,Petrol,Automatic,13.6,1598.0,181.0,25.0
5209,Suzuki Ritz ZDi,2015,First,5,42894.0,Diesel,Manual,23.2,1248.0,73.94,5.59
5210,Skoda Laura L n K 1.9 PD AT,2011,First,5,68000.0,Diesel,Automatic,15.6,1896.0,106.0,4.8
5211,Ford Ecosport 1.5 DV5 MT Titanium Optional,2014,First,5,69000.0,Diesel,Manual,22.7,1498.0,89.84,5.45
5212,Hyundai i20 2015-2017 Sportz 1.2,2017,First,5,10000.0,Petrol,Manual,18.6,1197.0,81.83,6.5
5213,Honda Brio E MT,2015,First,5,16000.0,Petrol,Manual,19.4,1198.0,86.8,4.35
5214,Honda Amaze S i-Dtech,2013,First,5,46992.0,Diesel,Manual,25.8,1498.0,98.6,3.75
5215,BMW 5 Series 2003-2012 520d,2010,Third,5,170000.0,Diesel,Automatic,18.48,1995.0,177.0,12.0
5216,Audi Q7 3.0 TDI Quattro Premium Plus,2014,First,7,58000.0,Diesel,Automatic,12.07,2967.0,241.4,32.0
5217,Hyundai Grand i10 CRDi Magna,2015,Second,5,50000.0,Diesel,Manual,24.0,1120.0,70.0,4.0
5218,Nissan Micra Diesel XV,2011,First,5,39010.0,Diesel,Manual,23.08,1461.0,63.1,2.6
5219,Hyundai Grand i10 Sportz,2016,First,5,26946.0,Petrol,Manual,18.9,1197.0,82.0,4.45
5220,Hyundai EON Era,2015,First,5,28700.0,Petrol,Manual,21.1,814.0,55.2,2.6
5221,Mercedes-Benz New C-Class C250 Avantgarde,2011,First,5,60000.0,Petrol,Automatic,11.74,1796.0,186.0,16.0
5222,Land Rover Range Rover 2.2L Pure,2014,First,5,38999.0,Diesel,Automatic,12.7,2179.0,187.7,32.5
5223,Mahindra Ssangyong Rexton RX7,2016,First,7,39000.0,Diesel,Automatic,11.18,2696.0,184.0,13.85
5224,Suzuki Ciaz 1.4 Delta,2018,First,5,7784.0,Petrol,Manual,20.73,1373.0,91.1,8.76
5225,Mercedes-Benz R-Class R350 4Matic Long,2014,First,7,45710.0,Petrol,Automatic,11.8,3498.0,272.0,23.68
5226,Suzuki Dzire AMT VXI,2017,First,5,42000.0,Petrol,Automatic,22.0,1197.0,81.8,5.5
5227,Land Rover Range Rover Vogue SE 4.4 SDV8,2013,Second,5,75995.0,Diesel,Automatic,11.49,4367.0,335.3,65.81
5228,Renault Duster 110PS Diesel RxZ,2013,First,5,57000.0,Diesel,Manual,19.01,1461.0,108.45,4.99
5229,Hyundai Verna 1.6 SX,2013,Second,5,85350.0,Diesel,Manual,22.32,1582.0,126.32,5.7
5230,Toyota Corolla Altis 1.8 VL CVT,2016,First,5,82725.0,Petrol,Automatic,14.28,1798.0,138.03,11.99
5231,BMW 3 Series Sport,2016,Second,5,19000.0,Diesel,Automatic,21.76,1995.0,190.0,29.99
5232,Ford EcoSport 1.5 Ti VCT MT Signature,2018,First,5,13900.0,Petrol,Manual,18.88,1499.0,110.4,9.5
5233,Suzuki Swift VDI BSIV,2014,First,5,108000.0,Diesel,Manual,25.2,1248.0,74.0,5.5
5234,Hyundai Santa Fe 4x4 AT,2016,First,7,36000.0,Diesel,Automatic,11.72,2199.0,194.3,23.0
5235,Tata Indica V2 DLS,2013,First,5,62188.0,Diesel,Manual,17.2,1396.0,53.5,2.95
5236,Hyundai Grand i10 CRDi Sportz,2015,First,5,58397.0,Diesel,Manual,24.0,1120.0,70.0,4.9
5237,Suzuki Wagon R VXI AMT,2016,First,5,30000.0,Petrol,Automatic,22.5,998.0,67.0,4.25
5238,Mahindra XUV500 W10 2WD,2018,First,7,29907.0,Diesel,Manual,16.0,2179.0,140.0,16.36
5239,Audi A4 2.0 TDI,2009,First,5,46000.0,Diesel,Automatic,16.55,1968.0,147.51,9.95
5240,Volkswagen Vento Diesel Highline,2012,First,5,65000.0,Diesel,Manual,20.54,1598.0,103.6,5.5
5241,Suzuki Vitara Brezza ZDi Plus Dual Tone,2016,First,5,22000.0,Diesel,Manual,24.3,1248.0,88.5,8.25
5242,Suzuki Zen LX,2002,First,5,99024.0,Petrol,Manual,17.3,993.0,60.0,0.95
5243,Hyundai i10 Era,2016,First,5,34952.0,Petrol,Manual,19.81,1086.0,68.05,4.01
5244,Honda WR-V Edge Edition i-VTEC S,2019,First,5,13913.0,Petrol,Manual,17.5,1199.0,88.7,8.2
5245,Honda City i DTEC VX,2014,Second,5,71000.0,Diesel,Manual,25.1,1498.0,98.6,6.2
5246,Toyota Fortuner 4x2 4 Speed AT,2012,First,7,97000.0,Diesel,Automatic,11.5,2982.0,169.0,16.75
5247,Mahindra XUV500 AT W10 FWD,2017,First,7,21000.0,Diesel,Automatic,16.0,2179.0,140.0,16.5
5248,Ford Figo Diesel ZXI,2012,First,5,110438.0,Diesel,Manual,20.0,1399.0,68.05,3.5
5249,Honda Jazz 1.2 V CVT i VTEC,2017,Second,5,66507.0,Petrol,Automatic,19.0,1199.0,88.7,5.43
5250,Ford Endeavour 3.2 Titanium AT 4X4,2017,First,7,54650.0,Diesel,Automatic,10.91,3198.0,197.0,30.35
5251,Nissan Sunny XL CVT,2014,First,5,32000.0,Petrol,Automatic,17.97,1498.0,99.6,7.99
5252,Skoda Octavia Ambiente 1.9 TDI MT,2011,First,5,75378.0,Diesel,Manual,18.7,1896.0,66.0,3.59
5253,Chevrolet Beat Diesel LT,2012,First,5,82697.0,Diesel,Manual,25.44,936.0,57.6,1.9
5254,Toyota Camry W2 (AT),2009,First,5,135000.0,Petrol,Automatic,12.1,2362.0,164.7,4.7
5255,Renault Duster 110PS Diesel RxZ,2012,First,5,149000.0,Diesel,Manual,19.01,1461.0,108.45,7.25
5256,Mercedes-Benz GLA Class 200 d Style,2016,First,5,26212.0,Diesel,Automatic,17.9,2143.0,136.0,24.46
5257,Tata Zest Revotron 1.2T XMS,2014,Second,5,23500.0,Petrol,Manual,17.57,1193.0,88.7,3.9
5258,Hyundai i20 1.2 Magna,2013,First,5,56127.0,Petrol,Manual,18.5,1197.0,80.0,5.15
5259,Suzuki Wagon R VXI AMT1.2,2015,First,5,26000.0,Petrol,Automatic,21.5,1197.0,81.8,3.65
5260,Hyundai Xcent 1.2 CRDi S,2016,First,5,26000.0,Diesel,Manual,25.4,1186.0,73.97,5.0
5261,Honda City 1.5 S MT,2009,First,5,42000.0,Petrol,Manual,17.0,1497.0,118.0,2.3
5262,Hyundai Accent GLE,2001,Second,5,130000.0,Petrol,Manual,13.2,1495.0,94.0,0.75
5263,Hyundai Verna Xi (Petrol),2009,Second,5,137148.0,Petrol,Manual,13.9,1599.0,103.2,1.85
5264,Ford Figo Petrol ZXI,2010,First,5,114703.0,Petrol,Manual,15.6,1196.0,70.0,1.8
5265,Honda Amaze S i-Dtech,2014,First,5,97439.0,Diesel,Manual,25.8,1498.0,98.6,4.41
5266,Suzuki Wagon R LX BSII,2006,First,5,40000.0,Petrol,Manual,18.9,998.0,67.1,2.0
5267,Mercedes-Benz E-Class Facelift,2014,First,5,28000.0,Diesel,Automatic,13.0,2987.0,258.0,31.75
5268,Audi A6 2011-2015 35 TDI Technology,2015,First,5,37500.0,Diesel,Automatic,17.68,1968.0,174.33,32.0
5269,Mercedes-Benz S Class 2005 2013 S 350 CDI,2010,First,5,37000.0,Diesel,Automatic,13.5,2987.0,282.0,21.0
5270,Suzuki Swift Dzire LDi,2010,First,5,83000.0,Diesel,Manual,19.3,1248.0,73.9,2.75
5271,Toyota Corolla H2,2005,First,5,79012.0,Petrol,Manual,13.4,1794.0,125.0,2.64
5272,Mahindra Scorpio S10 7 Seater,2018,First,7,27395.0,Diesel,Manual,15.4,2179.0,120.0,14.19
5273,Suzuki Wagon R VXI,2017,First,5,35362.0,Petrol,Manual,22.5,998.0,67.04,3.85
5274,Toyota Fortuner 4x2 Manual,2014,First,7,117000.0,Diesel,Manual,13.0,2982.0,168.5,15.5
5275,Suzuki Zen Estilo 1.1 LX BSIII,2010,First,5,23000.0,Petrol,Manual,18.2,1061.0,64.0,1.9
5276,Tata Nano CX,2014,First,4,59508.0,Petrol,Manual,25.4,624.0,37.48,1.26
5277,Hyundai i20 Magna,2009,Second,5,69000.0,Petrol,Manual,18.5,1197.0,80.0,2.4
5278,BMW 3 Series 320d,2010,First,5,58000.0,Diesel,Automatic,22.69,1995.0,190.0,11.5
5279,Mahindra XUV500 W6 2WD,2014,First,7,88511.0,Diesel,Manual,16.0,2179.0,140.0,8.25
5280,Volkswagen Vento IPL II Petrol Trendline,2011,First,5,66000.0,Petrol,Manual,15.8,1598.0,105.0,2.75
5281,Skoda Fabia 1.2 MPI Classic,2009,Second,5,65000.0,Petrol,Manual,17.5,1198.0,70.0,1.4
5282,Tata Nano Twist XT,2015,First,4,30676.0,Petrol,Manual,25.4,624.0,37.5,2.9
5283,Ford Figo Diesel EXI,2011,First,5,76000.0,Diesel,Manual,20.0,1399.0,68.0,2.4
5284,Volkswagen Vento IPL II Petrol Highline AT,2013,First,5,23627.0,Petrol,Automatic,14.8,1598.0,105.0,4.75
5285,Land Rover Range Rover HSE Dynamic,2018,First,5,52827.0,Diesel,Automatic,12.7,2179.0,187.7,44.76
5286,Honda City i DTEC SV,2015,First,5,64465.0,Diesel,Manual,26.0,1498.0,98.6,6.22
5287,Renault KWID Climber 1.0 AMT,2018,First,5,14000.0,Petrol,Automatic,22.5,999.0,67.0,4.5
5288,Hyundai Grand i10 Asta Option,2015,First,5,26000.0,Petrol,Manual,18.9,1197.0,82.0,4.25
5289,Chevrolet Cruze LTZ AT,2011,First,4,78203.0,Diesel,Automatic,18.1,1991.0,147.9,5.5
5290,Hyundai i20 1.4 Asta,2017,First,5,27000.0,Diesel,Manual,22.54,1396.0,88.73,6.95
5291,Suzuki Alto K10 VXI AGS,2018,First,5,31919.0,Petrol,Automatic,24.07,998.0,67.1,4.56
5292,Hyundai Creta 1.6 SX Option Diesel,2016,First,5,47392.0,Diesel,Manual,20.5,1582.0,126.2,13.82
5293,Honda Amaze VX i-Vtech,2016,First,5,17362.0,Petrol,Manual,18.0,1198.0,86.7,5.65
5294,Hyundai i20 Active 1.4 SX Dual Tone,2016,First,5,49716.0,Diesel,Manual,21.19,1396.0,88.73,6.2
5295,Suzuki Celerio VXI,2014,First,5,48000.0,Petrol,Manual,23.1,998.0,67.04,3.25
5296,Audi A4 2.0 TDI,2009,First,5,46000.0,Diesel,Automatic,16.55,1968.0,147.51,8.5
5297,Hyundai Verna 1.4 CRDi,2016,First,5,79000.0,Diesel,Manual,24.8,1396.0,88.7,7.25
5298,Renault Fluence Diesel E4,2013,First,5,57000.0,Diesel,Manual,21.8,1461.0,78.0,4.61
5299,Volkswagen Polo 1.2 MPI Highline,2016,First,5,29754.0,Petrol,Manual,16.2,1199.0,74.0,5.3
5300,Tata Indigo LX,2012,First,5,50123.0,Diesel,Manual,17.0,1405.0,70.0,1.9
5301,Hyundai i10 Sportz,2012,First,5,57184.0,Petrol,Manual,20.36,1197.0,78.9,3.09
5302,BMW 7 Series 730Ld Sedan,2007,Second,5,75000.0,Diesel,Automatic,16.46,2993.0,258.0,9.5
5303,Hyundai Creta 1.6 CRDi AT SX Plus,2015,First,5,26000.0,Diesel,Automatic,17.01,1582.0,126.2,12.65
5304,Hyundai Grand i10 Magna,2016,First,5,22129.0,Petrol,Manual,18.9,1197.0,82.0,4.25
5305,Suzuki Ritz VDi,2011,First,5,127887.0,Diesel,Manual,21.1,1248.0,73.9,2.95
5306,Mahindra Scorpio 2.6 SLX CRDe,2006,First,8,92000.0,Diesel,Manual,10.5,2179.0,120.0,3.45
5307,Hyundai i10 Era,2011,First,5,60634.0,Petrol,Manual,19.81,1086.0,68.05,3.3
5308,Tata Safari Storme 2012-2015 VX,2014,First,7,90000.0,Diesel,Manual,14.0,2179.0,138.1,8.0
5309,Honda Civic 2006-2010 1.8 V MT,2009,First,5,59000.0,Petrol,Manual,13.5,1799.0,130.0,2.71
5310,Suzuki Zen Estilo LXI BSIII,2012,First,5,59293.0,Petrol,Manual,18.2,998.0,67.1,2.7
5311,Suzuki Swift Dzire VDI,2012,Second,5,80753.0,Diesel,Manual,23.4,1248.0,74.0,4.5
5312,Toyota Fortuner 4x2 Manual,2015,Second,7,40000.0,Diesel,Manual,13.0,2982.0,168.5,18.75
5313,Suzuki Swift VDI,2014,Second,5,103000.0,Diesel,Manual,28.4,1248.0,74.0,5.25
5314,Suzuki Dzire LDI,2017,First,5,48000.0,Diesel,Manual,28.4,1248.0,73.75,6.0
5315,Hyundai Grand i10 Asta,2014,First,5,41000.0,Petrol,Manual,18.9,1197.0,82.0,3.14
5316,Renault KWID RXL,2016,First,5,26000.0,Petrol,Manual,25.17,799.0,53.3,2.55
5317,Tata Indigo CS eGLX BS IV,2012,Second,5,30000.0,Petrol,Manual,15.64,1193.0,64.08,2.3
5318,Ford Figo Diesel Titanium,2014,First,5,74624.0,Diesel,Manual,20.0,1399.0,68.05,5.65
5319,Porsche Cayenne 2009-2014 Diesel,2015,First,5,47877.0,Diesel,Automatic,15.15,2967.0,240.0,48.22
5320,Suzuki Alto K10 VXI,2016,First,5,35000.0,Petrol,Manual,24.07,998.0,67.1,3.0
5321,Volkswagen Vento 1.5 TDI Highline,2015,First,5,52123.0,Diesel,Manual,20.34,1498.0,103.2,7.5
5322,Mahindra Scorpio 2.6 SLX CRDe,2005,First,8,90000.0,Diesel,Manual,10.5,2179.0,120.0,2.6
5323,BMW X3 xDrive 20d Luxury Line,2018,First,5,1400.0,Diesel,Automatic,18.56,1995.0,190.0,61.25
5324,Honda City 1.5 V MT,2009,Second,5,122000.0,Petrol,Manual,17.0,1497.0,118.0,3.5
5325,Mini Cooper 3 DOOR S,2016,First,4,21110.0,Petrol,Automatic,17.44,1998.0,189.08,28.95
5326,Mitsubishi Pajero Sport 4X4 AT,2015,First,6,78000.0,Diesel,Automatic,13.5,2477.0,175.56,15.0
5327,Suzuki Swift Dzire VDi,2012,First,5,72000.0,Diesel,Manual,19.3,1248.0,73.9,4.25
5328,Bentley Continental Flying Spur,2006,First,4,48000.0,Petrol,Automatic,8.6,5998.0,552.0,59.0
5329,Suzuki Ertiga VDI,2013,First,7,43486.0,Diesel,Manual,20.77,1248.0,88.76,6.6
5330,Toyota Innova 2.5 G4 Diesel 7-seater,2007,Second,7,199000.0,Diesel,Manual,12.8,2494.0,102.0,5.2
5331,Mercedes-Benz New C-Class C 200 Kompressor Elegance MT,2010,First,5,34000.0,Petrol,Manual,11.7,1796.0,178.0,10.0
5332,Mercedes-Benz New C-Class C 220 CDI BE Avantgare,2016,First,5,37944.0,Diesel,Automatic,14.84,2143.0,167.62,35.0
5333,Ford Ecosport 1.5 DV5 MT Titanium Optional,2017,First,5,30000.0,Diesel,Manual,22.7,1498.0,89.84,8.75
5334,Toyota Etios Liva 1.2 G,2015,First,5,64005.0,Petrol,Manual,17.71,1197.0,78.9,4.57
5335,Hyundai i10 Magna 1.2,2012,First,5,62000.0,Petrol,Manual,20.36,1197.0,78.9,2.5
5336,Land Rover Freelander 2 SE,2014,First,5,59885.0,Diesel,Automatic,12.39,2179.0,147.51,20.11
5337,Toyota Innova 2.5 V Diesel 8-seater,2011,First,8,144471.0,Diesel,Manual,12.8,2494.0,102.0,7.8
5338,Hyundai i20 1.2 Magna,2011,First,5,63991.0,Petrol,Manual,18.5,1197.0,80.0,3.61
5339,Nissan Micra XV CVT,2015,First,5,34895.0,Petrol,Automatic,19.15,1198.0,75.94,4.6
5340,BMW X6 xDrive 40d M Sport,2015,First,5,97003.0,Diesel,Automatic,15.87,2993.0,308.43,85.0
5341,Honda City 1.5 V AT,2015,First,5,45000.0,Petrol,Automatic,16.8,1497.0,118.0,5.25
5342,Honda Amaze E i-Dtech,2013,Second,5,45000.0,Diesel,Manual,25.8,1498.0,98.6,3.3
5343,Toyota Fortuner 3.0 Diesel,2013,Second,7,100000.0,Diesel,Manual,11.5,2982.0,171.0,17.75
5344,Land Rover Discovery Sport SD4 HSE Luxury,2016,First,5,70000.0,Diesel,Automatic,12.97,2179.0,187.7,35.0
5345,Hyundai Creta 1.6 CRDi SX,2016,First,5,37023.0,Diesel,Manual,19.67,1582.0,126.2,13.39
5346,Chevrolet Beat Diesel LT,2012,First,5,81000.0,Diesel,Manual,25.44,936.0,56.3,2.5
5347,Toyota Innova Crysta 2.8 GX AT,2017,First,7,20789.0,Diesel,Automatic,11.36,2755.0,171.5,18.36
5348,Suzuki Swift Dzire VDI,2015,First,5,68310.0,Diesel,Manual,23.4,1248.0,74.0,5.95
5349,Hyundai Creta 1.6 CRDi SX Option,2015,Second,5,47250.0,Diesel,Manual,19.67,1582.0,126.2,11.0
5350,Land Rover Range Rover Sport SE,2014,Second,5,47000.0,Diesel,Automatic,12.65,2993.0,255.0,64.75
5351,Honda Amaze VX i-DTEC,2017,First,5,128000.0,Diesel,Manual,25.8,1498.0,98.6,6.3
5352,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,2017,First,5,17702.0,Petrol,Manual,15.29,1591.0,121.3,11.94
5353,Volkswagen Vento Sport 1.2 TSI AT,2014,First,5,34987.0,Petrol,Automatic,18.19,1197.0,103.5,5.95
5354,Honda City i DTec VX,2017,First,5,37000.0,Diesel,Manual,26.0,1498.0,98.6,11.0
5355,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,2017,First,5,38271.0,Petrol,Manual,15.29,1591.0,121.3,12.53
5356,Ford Figo Diesel Titanium,2012,Second,5,32510.0,Diesel,Manual,20.0,1399.0,68.0,3.75
5357,BMW 5 Series 2013-2017 530d M Sport,2014,First,5,88000.0,Diesel,Automatic,14.69,2993.0,258.0,27.0
5358,Mitsubishi Pajero 2.8 SFX 7Str,2012,First,6,116000.0,Diesel,Manual,10.5,2835.0,107.2,9.95
5359,Renault Duster 85PS Diesel RxL Option,2013,First,5,156000.0,Diesel,Manual,19.87,1461.0,83.8,4.2
5360,Suzuki Ritz VXI,2010,Second,5,75319.0,Petrol,Manual,21.1,1197.0,85.8,2.0
5361,Hyundai Grand i10 Sportz,2013,First,5,28000.0,Petrol,Manual,18.9,1197.0,82.0,3.25
5362,Mercedes-Benz GLA Class 200 CDI SPORT,2017,First,5,16500.0,Diesel,Automatic,17.9,2143.0,136.0,34.0
5363,BMW 5 Series 520d Luxury Line,2016,First,5,75637.0,Diesel,Automatic,22.48,1995.0,190.0,30.37
5364,Hyundai Creta 1.6 SX Plus Petrol Automatic,2018,First,5,32854.0,Petrol,Automatic,13.0,1591.0,121.3,12.6
5365,Renault KWID RXT Optional,2019,First,5,6568.0,Petrol,Manual,25.17,799.0,53.3,5.09
5366,Audi A4 3.0 TDI Quattro,2014,First,5,30000.0,Diesel,Automatic,14.94,2967.0,241.4,24.5
5367,Suzuki Ciaz VDI SHVS,2018,Second,5,17804.0,Diesel,Manual,28.09,1248.0,88.5,7.97
